coupling_function,coupling_parameter,alpha,window_mode,device_count,run_index,run_id,expected_packets,actual_packets,successful_packets,raw_send_packets,simultaneous_collision_count,overall_per_percent,ttu_cycle,max_convergence_cycle,mingap_convergence_cycle,aux_mean_convergence_cycle,max_converged,mingap_converged,aux_mean_converged,final_10_cycle_new_mean_abs_dev,final_10_cycle_new_max_abs_dev,final_10_cycle_min_gap_median,epsilon_tolerance_rad,minimum_collision_free_gap_rad,carrier_sense_duration_ms,airtime_ms,occupied_time_ms
PCO_D,0.1,0.1,fixed_r_025,5,31,pco_d_0031,900,894,894,894,0,0.6666666666666666,20.0,3.0,1.0,1.0,True,True,True,0.0118246170601395,0.029561542650348736,1.2270755301697038,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,32,pco_d_0032,900,893,893,893,0,0.7777777777777778,12.0,3.0,1.0,1.0,True,True,True,0.011824964410791226,0.029562411026978007,1.2270746291523884,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,33,pco_d_0033,900,893,893,893,0,0.7777777777777778,11.0,2.0,1.0,2.0,True,True,True,0.011825782467500687,0.029564456168751807,1.2270726074461962,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,34,pco_d_0034,900,891,891,891,0,1.0,14.0,14.0,3.0,4.0,True,True,True,0.011824337997549814,0.029560844993874548,1.227076075440015,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,35,pco_d_0035,900,892,892,892,0,0.8888888888888888,12.0,10.0,3.0,2.0,True,True,True,0.011826094616510578,0.029565236541276452,1.2270717904534822,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,36,pco_d_0036,900,892,892,892,0,0.8888888888888888,12.0,12.0,1.0,2.0,True,True,True,0.042058481030465084,0.15005279812420946,1.2270757277127995,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,37,pco_d_0037,900,892,892,892,0,0.8888888888888888,11.0,11.0,1.0,2.0,True,True,True,0.04205930145119745,0.15005454363524215,1.2270719639500802,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,38,pco_d_0038,900,893,893,893,0,0.7777777777777778,15.0,10.0,1.0,1.0,True,True,True,0.011824278876951668,0.029560697192379238,1.227076391268156,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,39,pco_d_0039,900,894,894,894,0,0.6666666666666666,10.0,22.0,1.0,1.0,True,True,True,0.042059725239786946,0.15005583808349982,1.2270707878134646,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,40,pco_d_0040,900,893,893,893,0,0.7777777777777778,21.0,2.0,1.0,1.0,True,True,True,0.042058230454881294,0.1500524523688906,1.2270752467345196,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,41,pco_d_0041,900,892,892,892,0,0.8888888888888888,11.0,12.0,1.0,2.0,True,True,True,0.04205942487188459,0.15005468952012482,1.2270720416698708,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,42,pco_d_0042,900,894,894,894,0,0.6666666666666666,11.0,4.0,1.0,2.0,True,True,True,0.011825833058209723,0.029564582645524327,1.2270726522801012,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,43,pco_d_0043,900,892,892,892,0,0.8888888888888888,18.0,13.0,1.0,2.0,True,True,True,0.011824424557897641,0.029561061394744126,1.2270758750844601,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,44,pco_d_0044,900,893,893,893,0,0.7777777777777778,11.0,2.0,1.0,2.0,True,True,True,0.04205845484603375,0.1500528211538609,1.2270744800947138,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,45,pco_d_0045,900,893,893,893,0,0.7777777777777778,11.0,9.0,1.0,2.0,True,True,True,0.01182509946577902,0.029562748664447545,1.227074171579043,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,46,pco_d_0046,900,894,894,894,0,0.6666666666666666,21.0,4.0,1.0,1.0,True,True,True,0.011824351590750468,0.029560878976876113,1.227076260669289,1.224537524338598,0.03209953709731907,5,20.544,25.544
PCO_D,0.1,0.1,fixed_r_025,5,47,pco_d_0047,900,894,894,894,0,0.6666666666666666,11.0,2.0,1.0,1.0,True,True,True,0.011825672684223633,0.0295641817105591,1.2270727416703937,1.224537524338598,0.03209953709731907,5,20.544,25.544
