time,oscillator_id,send_count,cycle_index,phase_rad,run_index,cumulative_per_percent,record_type
671862.1022164557,3,135.0,135,0.24768595008944244,3.0,,
672507.9061263468,0,135.0,135,1.0592270776787602,3.0,,
673151.7056468502,1,135.0,135,1.8682494152779803,3.0,,
673799.8372972542,4,135.0,135,2.6827156678653665,3.0,,
676528.8763274279,2,136.0,135,6.112127255286741,3.0,,
676864.1236725721,3,136.0,136,0.2502261867633076,3.0,,
677507.9061263468,0,136.0,136,1.0592270776787602,3.0,,
678155.3237105084,1,136.0,136,1.872796008161563,3.0,,
678799.8372972542,4,136.0,136,2.6827156678653665,3.0,,
681526.831663725,2,137.0,136,6.109557855099438,3.0,,
681866.168336275,3,137.0,137,0.2527955869506107,3.0,,
682511.524115991,0,137.0,137,1.0637735775535222,3.0,,
683155.3237105084,1,137.0,137,1.872796008161563,3.0,,
683803.4584561419,4,137.0,137,2.687266150328913,3.0,,
686524.7635796875,2,138.0,137,6.106959024051735,3.0,,
686868.2364203125,3,138.0,138,0.2553944179983142,3.0,,
687515.1489217454,0,138.0,138,1.0683286428050072,3.0,,
688158.9417744876,1,138.0,138,1.8773426014484722,3.0,,
688803.4584561419,4,138.0,138,2.687266150328913,3.0,,
691522.6718626069,2,139.0,138,6.104330494846262,3.0,,
691870.3281373931,3,139.0,139,0.25802294720378743,3.0,,
692515.1489217454,0,139.0,139,1.0683286428050072,3.0,,
693162.5598092297,1,139.0,139,1.8818891579949253,3.0,,
693807.0796284385,4,139.0,139,2.6918166496426426,3.0,,
696520.5562999004,2,140.0,139,6.101672000343498,3.0,,
696872.4437000996,3,140.0,140,0.26068144170655094,3.0,,
697518.7714113311,0,140.0,140,1.0728807974731567,3.0,,
698162.5598092297,1,140.0,140,1.8818891579949253,3.0,,
698810.7008143289,4,140.0,140,2.696367166038867,3.0,,
701518.4166792004,2,141.0,140,6.098983273674418,3.0,,
701874.5833207996,3,141.0,141,0.2633701683756319,3.0,,
702518.7714113311,0,141.0,141,1.0728807974731567,3.0,,
703166.1778246522,1,141.0,141,1.8864356902636679,3.0,,
703810.7008143289,4,141.0,141,2.696367166038867,3.0,,
706516.2527884474,2,142.0,141,6.096264048357373,3.0,,
706876.7472115526,3,142.0,142,0.2660893936926765,3.0,,
707522.391159667,0,142.0,142,1.0774295073851368,3.0,,
708166.1778246522,1,142.0,142,1.8864356902636679,3.0,,
708814.3220139554,4,142.0,142,2.7009176996965003,3.0,,
711514.064415987,2,143.0,142,6.093514058419374,3.0,,
711878.935584013,3,143.0,143,0.26883938363067444,3.0,,
712522.391159667,0,143.0,143,1.0774295073851368,3.0,,
713169.7958325595,1,143.0,143,1.8909822130885423,3.0,,
713814.3220139554,4,143.0,143,2.7009176996965003,3.0,,
716511.8513506695,2,144.0,143,6.090733038522048,3.0,,
716881.1486493305,3,144.0,144,0.27162040352800165,3.0,,
717526.0077314039,0,144.0,144,1.0819742254650309,3.0,,
718169.7958325595,1,144.0,144,1.8909822130885423,3.0,,
718817.9432274103,4,144.0,144,2.70546825073126,3.0,,
721509.6133819537,2,145.0,144,6.08792072409139,3.0,,
721883.3866180463,3,145.0,145,0.27443271795865914,3.0,,
722529.6303868474,0,145.0,145,1.086526588556143,3.0,,
723173.4138466951,1,145.0,145,1.895528743740175,3.0,,
723817.9432274103,4,145.0,145,2.70546825073126,3.0,,
726507.3503000145,2,146.0,145,6.085076851453534,3.0,,
726885.6496999855,3,146.0,146,0.2772765905965147,3.0,,
727529.6303868474,0,146.0,146,1.086526588556143,3.0,,
728177.0318407024,1,146.0,146,1.9000752490978081,3.0,,
728821.5644547264,4,146.0,146,2.710018819184546,3.0,,
731505.0618958537,2,147.0,146,6.082201157973577,3.0,,
731887.9381041463,3,147.0,147,0.2801522840764715,3.0,,
732533.2492360749,0,147.0,147,1.09107416861509,3.0,,
733177.0318407024,1,147.0,147,1.9000752490978081,3.0,,
733825.1856960508,4,147.0,147,2.7145694052411256,3.0,,
736502.7479614153,2,148.0,147,6.0792933822005555,3.0,,
736890.2520385847,3,148.0,148,0.2830600598494932,3.0,,
737536.873848597,0,148.0,148,1.095628991043825,3.0,,
738180.6498310008,1,148.0,148,1.9046217497947298,3.0,,
738825.1856960508,4,148.0,148,2.7145694052411256,3.0,,
741500.4082897041,2,149.0,148,6.076353264016663,3.0,,
741892.5917102959,3,149.0,149,0.286000178033386,3.0,,
742536.873848597,0,149.0,149,1.095628991043825,3.0,,
743184.26779258,1,149.0,149,1.9091682144019022,3.0,,
743828.8069514602,4,149.0,149,2.719120008997551,3.0,,
746498.0426749086,2,150.0,149,6.073380544791587,3.0,,
746894.9573250914,3,150.0,150,0.28897289725846137,3.0,,
747540.4940045552,0,150.0,150,1.1001782131889635,3.0,,
748184.26779258,1,150.0,150,1.9091682144019022,3.0,,
748832.42822114,4,150.0,150,2.7236706306867187,3.0,,
751495.6509125279,2,151.0,150,6.070374967541825,3.0,,
751897.3490874721,3,151.0,151,0.2919784745082236,3.0,,
752544.1195931126,0,151.0,151,1.1047342621397733,3.0,,
753187.8857446423,1,151.0,151,1.9137146670500111,3.0,,
753832.42822114,4,151.0,151,2.7236706306867187,3.0,,
756493.2327995026,2,152.0,151,6.067336277095403,3.0,,
756899.7672004974,3,152.0,152,0.29501716495464575,3.0,,
757544.1195931126,0,152.0,152,1.1047342621397733,3.0,,
758191.5036635863,1,152.0,152,1.9182610780802956,3.0,,
758836.0495051934,4,152.0,152,2.728221270438097,3.0,,
761490.7881343495,2,153.0,152,6.064264220261285,3.0,,
761902.2118656505,3,153.0,153,0.2980892217887633,3.0,,
762547.7400535343,0,153.0,153,1.1092838668850955,3.0,,
763191.5036635863,1,153.0,153,1.9182610780802956,3.0,,
763839.6708038258,4,153.0,153,2.7327719285101835,3.0,,
766488.3167173013,2,154.0,153,6.061158546004194,3.0,,
766904.6832826987,3,154.0,154,0.30119489604585564,3.0,,
767551.3656053506,0,154.0,154,1.1138398696656255,3.0,,
