coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
LINEAR,135.0,500,0,0.0,13.0,,,,158.0,128.0,170.0,,,,8.826866666666668,3.3717231050455347,,,,
LINEAR,136.0,500,0,0.0,11.6,,,,167.0,124.75,170.0,,,,8.906244444444445,3.2074407803781577,,,,
LINEAR,137.0,500,0,0.0,14.2,,,,166.0,135.0,170.0,,,,9.095422222222224,3.1315362037699495,,,,
LINEAR,138.0,500,0,0.0,11.2,,,,166.5,131.75,169.25,,,,9.342755555555556,3.15813910565279,,,,
LINEAR,139.0,500,0,0.0,9.4,,,,168.0,140.5,170.0,,,,9.455511111111111,3.358624825648679,,,,
LINEAR,140.0,500,0,0.0,10.6,,,,163.0,137.0,170.0,,,,9.647022222222223,3.0710361914258235,,,,
LINEAR,141.0,500,0,0.0,7.4,,,,168.0,122.0,170.0,,,,9.786444444444443,3.1482699065263677,,,,
LINEAR,142.0,500,0,0.0,10.4,,,,169.0,146.5,170.0,,,,9.777177777777776,3.280472025103865,,,,
LINEAR,143.0,500,0,0.0,8.6,,,,168.0,108.0,170.0,,,,9.799955555555556,3.028509968974501,,,,
LINEAR,144.0,500,0,0.0,7.4,,,,169.0,161.0,170.0,,,,10.091466666666667,3.1523492813672407,,,,
LINEAR,145.0,500,0,0.0,9.6,,,,169.0,149.0,170.0,,,,10.333066666666666,2.9989069036219194,,,,
LINEAR,146.0,500,0,0.0,9.6,,,,168.0,123.25,170.0,,,,10.484777777777778,3.1060363766912604,,,,
LINEAR,147.0,500,0,0.0,8.8,,,,169.0,149.75,170.0,,,,10.56182222222222,2.9398753721948325,,,,
LINEAR,148.0,500,0,0.0,7.6,,,,168.0,154.5,170.0,,,,10.80048888888889,2.911544899443769,,,,
LINEAR,149.0,500,0,0.0,9.4,,,,168.0,135.0,170.0,,,,10.825955555555556,2.991636558408718,,,,
LINEAR,150.0,500,0,0.0,9.0,,,,169.0,158.0,170.0,,,,11.042488888888888,2.9574587718168135,,,,
