coupling_function,k,valid_run_count,failed_run_count,convergence_rate_percent,usable_rate_percent,converged_cycle_median,converged_cycle_q1,converged_cycle_q3,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,post_convergence_fluctuation_median,post_convergence_fluctuation_q1,post_convergence_fluctuation_q3,overall_per_mean,overall_per_std,transient_per_mean,transient_per_std,steady_per_mean,steady_per_std
NewSIN,74.0,500,0,0.0,97.2,,,,28.5,13.25,49.0,,,,1.0415111111111115,0.9167325741641935,,,,
NewSIN,75.0,500,0,0.0,97.8,,,,27.0,14.0,54.0,,,,1.0919777777777782,0.9647553847086847,,,,
NewSIN,76.0,500,0,0.0,98.6,,,,29.0,15.0,57.0,,,,1.0866888888888888,0.896759769430684,,,,
NewSIN,77.0,500,0,0.0,98.0,,,,30.0,15.0,54.0,,,,1.0928888888888886,0.9008875111391901,,,,
NewSIN,78.0,500,0,0.0,98.2,,,,32.0,16.0,56.0,,,,1.1348888888888886,0.9471073569976174,,,,
NewSIN,79.0,500,0,0.0,98.4,,,,34.0,17.0,59.25,,,,1.1552888888888888,0.9313034876985912,,,,
NewSIN,80.0,500,0,0.0,98.2,,,,33.0,17.0,60.5,,,,1.1930000000000005,0.9578990477162381,,,,
NewSIN,81.0,500,0,0.0,97.2,,,,36.0,18.0,63.75,,,,1.224511111111111,0.9729051305155593,,,,
NewSIN,82.0,500,0,0.0,98.8,,,,37.0,19.0,65.75,,,,1.235311111111111,0.9459942695229508,,,,
NewSIN,83.0,500,0,0.0,97.4,,,,37.0,18.0,65.0,,,,1.254888888888889,0.9690648160364733,,,,
NewSIN,84.0,500,0,0.0,97.6,,,,39.0,20.75,68.0,,,,1.2796666666666665,0.963279968689081,,,,
NewSIN,85.0,500,0,0.0,98.0,,,,38.5,22.0,66.0,,,,1.3027777777777776,0.9699655713627853,,,,
NewSIN,86.0,500,0,0.0,98.0,,,,39.0,20.0,72.0,,,,1.3063333333333331,0.9585303399878411,,,,
NewSIN,87.0,500,0,0.0,97.8,,,,39.0,19.0,71.0,,,,1.323088888888889,0.9532484145775455,,,,
NewSIN,88.0,500,0,0.0,96.8,,,,43.0,22.0,74.0,,,,1.3810222222222224,0.9596286001103146,,,,
NewSIN,89.0,500,0,0.0,97.4,,,,44.0,25.0,78.0,,,,1.4127555555555555,0.985128169367769,,,,
NewSIN,90.0,500,0,0.0,96.6,,,,43.0,24.0,74.0,,,,1.4213111111111112,1.0222049941429159,,,,
NewSIN,91.0,500,0,0.0,97.2,,,,46.0,25.0,80.0,,,,1.4373111111111112,1.0158654982852788,,,,
NewSIN,92.0,500,0,0.0,97.2,,,,44.5,24.25,75.0,,,,1.4649555555555558,1.03304719487584,,,,
NewSIN,93.0,500,0,0.0,97.2,,,,42.0,24.0,72.75,,,,1.4583555555555558,1.030690894993398,,,,
NewSIN,94.0,500,0,0.0,96.8,,,,45.5,26.75,76.25,,,,1.4852888888888889,1.0272914966527171,,,,
NewSIN,95.0,500,0,0.0,96.6,,,,48.0,29.0,79.5,,,,1.5602222222222224,1.0446933523765551,,,,
NewSIN,96.0,500,0,0.0,96.6,,,,51.0,29.0,80.0,,,,1.5758666666666667,1.0083583012956165,,,,
NewSIN,97.0,500,0,0.0,96.2,,,,48.0,29.0,78.0,,,,1.5922666666666667,1.068749797331269,,,,
NewSIN,98.0,500,0,0.0,96.0,,,,52.0,32.0,82.25,,,,1.6294000000000002,1.0385896844378906,,,,
NewSIN,99.0,500,0,0.0,96.2,,,,54.0,31.0,82.0,,,,1.6628444444444443,1.0669745102425414,,,,
NewSIN,100.0,500,0,0.0,97.2,,,,54.0,31.0,81.0,,,,1.6492222222222221,1.0001692810528477,,,,
NewSIN,101.0,500,0,0.0,95.8,,,,54.0,31.0,80.0,,,,1.6897111111111107,1.0610058939581946,,,,
NewSIN,102.0,500,0,0.0,95.4,,,,54.0,33.0,84.0,,,,1.7506000000000002,1.0799282242098605,,,,
NewSIN,103.0,500,0,0.0,96.0,,,,55.0,33.75,87.0,,,,1.7678666666666663,1.0693580321183513,,,,
NewSIN,104.0,500,0,0.0,95.2,,,,55.0,33.0,90.0,,,,1.8022888888888888,1.09836620412553,,,,
