function,label,k,time_to_usable_median,time_to_usable_q1,time_to_usable_q3,time_to_usable_median_min,time_to_usable_q1_min,time_to_usable_q3_min
NewSIN,NewSIN,72.0,36.0,21.0,57.0,6.0,3.5,9.5
NewSIN,NewSIN,73.0,35.0,22.0,59.5,5.833333333333333,3.6666666666666665,9.916666666666666
NewSIN,NewSIN,74.0,37.5,22.25,58.0,6.25,3.7083333333333335,9.666666666666666
NewSIN,NewSIN,75.0,36.0,23.0,63.0,6.0,3.8333333333333335,10.5
NewSIN,NewSIN,76.0,38.0,24.0,66.0,6.333333333333333,4.0,11.0
NewSIN,NewSIN,77.0,39.0,24.0,63.0,6.5,4.0,10.5
NewSIN,NewSIN,78.0,41.0,25.0,65.0,6.833333333333333,4.166666666666667,10.833333333333334
NewSIN,NewSIN,79.0,43.0,26.0,68.25,7.166666666666667,4.333333333333333,11.375
NewSIN,NewSIN,80.0,42.0,26.0,69.5,7.0,4.333333333333333,11.583333333333334
NewSIN,NewSIN,81.0,45.0,27.0,72.75,7.5,4.5,12.125
NewSIN,NewSIN,82.0,46.0,28.0,74.75,7.666666666666667,4.666666666666667,12.458333333333334
NewSIN,NewSIN,83.0,46.0,27.0,74.0,7.666666666666667,4.5,12.333333333333334
NewSIN,NewSIN,84.0,48.0,29.75,77.0,8.0,4.958333333333333,12.833333333333334
NewSIN,NewSIN,85.0,47.5,31.0,75.0,7.916666666666667,5.166666666666667,12.5
NewSIN,NewSIN,86.0,48.0,29.0,81.0,8.0,4.833333333333333,13.5
NewSIN,NewSIN,87.0,48.0,28.0,80.0,8.0,4.666666666666667,13.333333333333334
NewSIN,NewSIN,88.0,52.0,31.0,83.0,8.666666666666666,5.166666666666667,13.833333333333334
NewSIN,NewSIN,89.0,53.0,34.0,87.0,8.833333333333334,5.666666666666667,14.5
NewSIN,NewSIN,90.0,52.0,33.0,83.0,8.666666666666666,5.5,13.833333333333334
NewSIN,NewSIN,91.0,55.0,34.0,89.0,9.166666666666666,5.666666666666667,14.833333333333334
NewSIN,NewSIN,92.0,53.5,33.25,84.0,8.916666666666666,5.541666666666667,14.0
NewSIN,NewSIN,93.0,51.0,33.0,81.75,8.5,5.5,13.625
NewSIN,NewSIN,94.0,54.5,35.75,85.25,9.083333333333334,5.958333333333333,14.208333333333334
NewSIN,NewSIN,95.0,57.0,38.0,88.5,9.5,6.333333333333333,14.75
NewSIN,NewSIN,96.0,60.0,38.0,89.0,10.0,6.333333333333333,14.833333333333334
NewSIN,NewSIN,97.0,57.0,38.0,87.0,9.5,6.333333333333333,14.5
NewSIN,NewSIN,98.0,61.0,41.0,91.25,10.166666666666666,6.833333333333333,15.208333333333334
NewSIN,NewSIN,99.0,63.0,40.0,91.0,10.5,6.666666666666667,15.166666666666666
NewSIN,NewSIN,100.0,63.0,40.0,90.0,10.5,6.666666666666667,15.0
NewSIN,NewSIN,101.0,63.0,40.0,89.0,10.5,6.666666666666667,14.833333333333334
NewSIN,NewSIN,102.0,63.0,42.0,93.0,10.5,7.0,15.5
NewSIN,NewSIN,103.0,64.0,42.75,96.0,10.666666666666666,7.125,16.0
NewSIN,NewSIN,104.0,64.0,42.0,99.0,10.666666666666666,7.0,16.5
NewSIN,NewSIN,105.0,62.0,41.0,96.75,10.333333333333334,6.833333333333333,16.125
NewSIN,NewSIN,106.0,66.0,44.0,95.0,11.0,7.333333333333333,15.833333333333334
NewSIN,NewSIN,107.0,65.0,41.75,97.0,10.833333333333334,6.958333333333333,16.166666666666668
NewSIN,NewSIN,108.0,67.5,41.75,97.25,11.25,6.958333333333333,16.208333333333332
NewSIN,NewSIN,109.0,67.0,46.0,102.0,11.166666666666666,7.666666666666667,17.0
NewSIN,NewSIN,110.0,73.0,45.0,105.0,12.166666666666666,7.5,17.5
NewSIN,NewSIN,111.0,73.0,47.0,101.0,12.166666666666666,7.833333333333333,16.833333333333332
NewSIN,NewSIN,112.0,74.0,49.0,103.0,12.333333333333334,8.166666666666666,17.166666666666668
NewSIN,NewSIN,113.0,74.0,48.0,105.0,12.333333333333334,8.0,17.5
NewSIN,NewSIN,114.0,83.0,51.0,110.0,13.833333333333334,8.5,18.333333333333332
NewSIN,NewSIN,115.0,76.0,52.0,105.25,12.666666666666666,8.666666666666666,17.541666666666668
NewSIN,NewSIN,116.0,79.0,52.0,112.0,13.166666666666666,8.666666666666666,18.666666666666668
NewSIN,NewSIN,117.0,79.0,55.0,111.0,13.166666666666666,9.166666666666666,18.5
NewSIN,NewSIN,118.0,78.0,55.75,113.0,13.0,9.291666666666666,18.833333333333332
NewSIN,NewSIN,119.0,86.0,59.0,111.0,14.333333333333334,9.833333333333334,18.5
NewSIN,NewSIN,120.0,82.0,54.75,112.0,13.666666666666666,9.125,18.666666666666668
NewSIN,NewSIN,121.0,87.0,57.0,115.0,14.5,9.5,19.166666666666668
NewSIN,NewSIN,122.0,86.0,58.0,120.0,14.333333333333334,9.666666666666666,20.0
NewSIN,NewSIN,123.0,92.0,60.0,123.0,15.333333333333334,10.0,20.5
NewSIN,NewSIN,124.0,84.5,57.25,122.0,14.083333333333334,9.541666666666666,20.333333333333332
NewSIN,NewSIN,125.0,86.0,58.0,120.0,14.333333333333334,9.666666666666666,20.0
NewSIN,NewSIN,126.0,91.0,60.0,124.0,15.166666666666666,10.0,20.666666666666668
NewSIN,NewSIN,127.0,96.0,66.0,127.0,16.0,11.0,21.166666666666668
NewSIN,NewSIN,128.0,94.5,63.75,133.25,15.75,10.625,22.208333333333332
NewSIN,NewSIN,129.0,99.0,67.25,135.0,16.5,11.208333333333334,22.5
NewSIN,NewSIN,130.0,97.0,69.5,133.0,16.166666666666668,11.583333333333334,22.166666666666668
NewSIN,NewSIN,131.0,102.0,71.0,142.75,17.0,11.833333333333334,23.791666666666668
NewSIN,NewSIN,132.0,107.5,72.0,138.0,17.916666666666668,12.0,23.0
NewSIN,NewSIN,133.0,101.0,73.25,138.5,16.833333333333332,12.208333333333334,23.083333333333332
NewSIN,NewSIN,134.0,113.0,84.0,146.75,18.833333333333332,14.0,24.458333333333332
NewSIN,NewSIN,135.0,114.0,83.0,144.0,19.0,13.833333333333334,24.0
NewSIN,NewSIN,136.0,107.0,73.5,146.5,17.833333333333332,12.25,24.416666666666668
NewSIN,NewSIN,137.0,113.0,75.0,144.0,18.833333333333332,12.5,24.0
NewSIN,NewSIN,138.0,114.5,83.25,155.0,19.083333333333332,13.875,25.833333333333332
NewSIN,NewSIN,139.0,115.0,83.0,149.0,19.166666666666668,13.833333333333334,24.833333333333332
NewSIN,NewSIN,140.0,119.0,87.0,153.5,19.833333333333332,14.5,25.583333333333332
NewSIN,NewSIN,141.0,115.0,85.0,150.0,19.166666666666668,14.166666666666666,25.0
NewSIN,NewSIN,142.0,130.0,90.5,153.0,21.666666666666668,15.083333333333334,25.5
NewSIN,NewSIN,143.0,124.0,85.75,159.25,20.666666666666668,14.291666666666666,26.541666666666668
NewSIN,NewSIN,144.0,130.0,96.0,161.0,21.666666666666668,16.0,26.833333333333332
NewSIN,NewSIN,145.0,131.5,101.5,159.0,21.916666666666668,16.916666666666668,26.5
NewSIN,NewSIN,146.0,136.0,93.5,167.5,22.666666666666668,15.583333333333334,27.916666666666668
NewSIN,NewSIN,147.0,125.0,95.0,162.0,20.833333333333332,15.833333333333334,27.0
NewSIN,NewSIN,148.0,131.0,96.0,166.0,21.833333333333332,16.0,27.666666666666668
NewSIN,NewSIN,149.0,135.5,104.0,170.0,22.583333333333332,17.333333333333332,28.333333333333332
NewSIN,NewSIN,150.0,143.0,100.0,170.0,23.833333333333332,16.666666666666668,28.333333333333332
