function,label,k,overall_per_mean,residual_median,residual_3min_median
LINEAR_4,modified frog chorus based,137.0,5.3614444444444445,0.0772854453428364,0.0713965680223464
LINEAR_4,modified frog chorus based,138.0,5.541911111111111,0.0777256371582458,0.0718229393797914
LINEAR_4,modified frog chorus based,139.0,5.568688888888889,0.0783234991460344,0.0725254917402253
LINEAR_4,modified frog chorus based,140.0,5.598911111111112,0.0789099060111714,0.0727611271987238
LINEAR_4,modified frog chorus based,141.0,5.831488888888889,0.0792660548015549,0.0732412732866496
LINEAR_4,modified frog chorus based,142.0,5.7928444444444445,0.0795689316788903,0.0736933554662089
LINEAR_4,modified frog chorus based,143.0,6.058622222222223,0.0800015101555369,0.0741748807970524
LINEAR_4,modified frog chorus based,144.0,6.105333333333332,0.0805740700132857,0.0747700840087247
LINEAR_4,modified frog chorus based,145.0,6.293577777777778,0.0807990802586658,0.07517949219117
LINEAR_4,modified frog chorus based,146.0,6.454222222222223,0.0813098778472183,0.0756096672151061
LINEAR_4,modified frog chorus based,147.0,6.506200000000001,0.0817290371687225,0.0759353956716283
LINEAR_4,modified frog chorus based,148.0,6.4652666666666665,0.0827099749583516,0.0765907769541648
LINEAR_4,modified frog chorus based,149.0,6.728222222222223,0.0827611398247375,0.0771132281678291
LINEAR_4,modified frog chorus based,150.0,6.803111111111111,0.0833892524222472,0.0775151308614967
