function,label,k,residual_median,residual_q1,residual_q3,n_runs
LINEAR,frog chorus based,9.0,0.0180177147871788,0.0145405729371556,0.0240642619385681,499
LINEAR,frog chorus based,10.0,0.0189925535946108,0.0153554192391978,0.0247401404182774,498
LINEAR,frog chorus based,11.0,0.0199385961964565,0.016204994773241,0.0263340407442548,498
LINEAR,frog chorus based,12.0,0.0204039914215895,0.0168486904437671,0.0270185371373533,498
LINEAR,frog chorus based,13.0,0.0213802559926009,0.017638999321702,0.0282625572119027,499
LINEAR,frog chorus based,14.0,0.0222839328111741,0.0180785134725297,0.028461761801278,495
LINEAR,frog chorus based,15.0,0.0232365059881466,0.0189241945002618,0.0295089875019975,496
LINEAR,frog chorus based,16.0,0.0235327153468858,0.0193244160516307,0.0301046542490491,495
LINEAR,frog chorus based,17.0,0.0241238042071746,0.0197469531106835,0.030924313712319,498
LINEAR,frog chorus based,18.0,0.0245276891586591,0.0203747933291421,0.0309948846516822,493
LINEAR,frog chorus based,19.0,0.0251932236021771,0.0208672062914329,0.0314333485182838,494
LINEAR,frog chorus based,20.0,0.0259384885313494,0.0211996812500168,0.0317500720353433,495
LINEAR,frog chorus based,21.0,0.0257897036440674,0.0217368475992251,0.0326887152155603,491
LINEAR,frog chorus based,22.0,0.0267311743889646,0.0223405437222191,0.0333050001905066,491
LINEAR,frog chorus based,23.0,0.0272249704759441,0.022647758812176,0.0333158789626888,491
LINEAR,frog chorus based,24.0,0.0277894526091967,0.023247288156337,0.0341585178280534,490
LINEAR,frog chorus based,25.0,0.02821993959603,0.0237525939203818,0.0345768011940505,493
LINEAR,frog chorus based,26.0,0.0288184899171491,0.0241285908965823,0.0350988572180441,492
LINEAR,frog chorus based,27.0,0.0293948742197627,0.0246203099009471,0.0352229424968311,493
LINEAR,frog chorus based,28.0,0.0298128639052628,0.0246213276986902,0.0362285934183403,496
LINEAR,frog chorus based,29.0,0.0296528801743024,0.0250263148686589,0.0365264018335907,492
LINEAR,frog chorus based,30.0,0.0303930484891677,0.025609671657852,0.0366276937496923,494
LINEAR,frog chorus based,31.0,0.0304723023961568,0.0258952177145988,0.0371295463346055,491
LINEAR,frog chorus based,32.0,0.03081671301479,0.0266820469552772,0.037236494472822,489
LINEAR,frog chorus based,33.0,0.0308590989885858,0.0270078532002209,0.0377248586884062,493
LINEAR,frog chorus based,34.0,0.0315995804203996,0.0274047855907232,0.0377770286816846,492
LINEAR,frog chorus based,35.0,0.0319802891083514,0.0277906993691151,0.0378605495354494,489
LINEAR,frog chorus based,36.0,0.032249860184088,0.0283405661129749,0.0382950624896383,494
