condition,function,label,cycle_index,device_id,phase_diff_rad,phase_diff_mod_rad
uniform_1ms,KURAMOTO,Kuramoto based,6,22,0.0481385941919941,0.0481385941919941
uniform_1ms,KURAMOTO,Kuramoto based,6,23,0.051048666154627,0.051048666154627
uniform_1ms,KURAMOTO,Kuramoto based,6,24,0.0416042484074434,0.0416042484074434
uniform_1ms,KURAMOTO,Kuramoto based,6,25,0.0513011848846297,0.0513011848846297
uniform_1ms,KURAMOTO,Kuramoto based,6,26,0.0474243855061482,0.0474243855061482
uniform_1ms,KURAMOTO,Kuramoto based,6,27,0.0503344658605363,0.0503344658605363
uniform_1ms,KURAMOTO,Kuramoto based,6,28,0.0554543072781573,0.0554543072781573
uniform_1ms,KURAMOTO,Kuramoto based,6,29,0.0561546135252812,0.0561546135252812
uniform_1ms,KURAMOTO,Kuramoto based,6,30,0.0582676782677596,0.0582676782677596
uniform_1ms,KURAMOTO,Kuramoto based,6,31,0.0550925426776805,0.0550925426776805
uniform_1ms,KURAMOTO,Kuramoto based,6,32,0.0610052006876149,0.0610052006876149
uniform_1ms,KURAMOTO,Kuramoto based,6,33,0.0508302189595936,0.0508302189595936
uniform_1ms,KURAMOTO,Kuramoto based,6,34,0.0537402737029629,0.0537402737029629
uniform_1ms,KURAMOTO,Kuramoto based,6,35,0.0566503252942832,0.0566503252942832
uniform_1ms,KURAMOTO,Kuramoto based,6,36,0.0526781851685363,0.0526781851685363
uniform_1ms,KURAMOTO,Kuramoto based,6,37,0.0555882460892327,0.0555882460892327
uniform_1ms,KURAMOTO,Kuramoto based,6,38,0.0584983134336023,0.0584983134336023
uniform_1ms,KURAMOTO,Kuramoto based,6,39,0.061408379870885,0.061408379870885
uniform_1ms,KURAMOTO,Kuramoto based,6,40,0.054967177178822,0.054967177178822
uniform_1ms,KURAMOTO,Kuramoto based,6,41,0.0578772232885836,0.0578772232885836
uniform_1ms,KURAMOTO,Kuramoto based,6,42,0.0607872810571898,0.0607872810571898
uniform_1ms,KURAMOTO,Kuramoto based,6,43,0.070579215375765,0.070579215375765
uniform_1ms,KURAMOTO,Kuramoto based,6,44,0.083570971346238,0.083570971346238
uniform_1ms,KURAMOTO,Kuramoto based,6,45,0.0695174510091636,0.0695174510091636
uniform_1ms,KURAMOTO,Kuramoto based,6,46,0.0817782037747892,0.0817782037747892
uniform_1ms,KURAMOTO,Kuramoto based,6,47,0.0753374882097918,0.0753374882097918
uniform_1ms,KURAMOTO,Kuramoto based,6,48,0.0782474619891212,0.0782474619891212
uniform_1ms,KURAMOTO,Kuramoto based,6,49,0.0811573961148857,0.0811573961148857
uniform_1ms,KURAMOTO,Kuramoto based,7,0,0.0,0.0
uniform_1ms,KURAMOTO,Kuramoto based,7,1,0.0489326096943612,0.0489326096943612
uniform_1ms,KURAMOTO,Kuramoto based,7,2,0.0528867026204338,0.0528867026204338
