coupling_function,phi_original_rad,phase_difference_wrapped_rad,coupling_function_value
KURAMOTO,0.0872664625997164,0.08726646259971638,0.0871557427476581
KURAMOTO,0.0959931088596881,0.09599310885968793,0.0958457525202239
KURAMOTO,0.1047197551196597,0.10471975511965947,0.1045284632676534
KURAMOTO,0.1134464013796314,0.11344640137963147,0.1132032137679067
KURAMOTO,0.122173047639603,0.12217304763960302,0.1218693434051474
KURAMOTO,0.1308996938995747,0.13089969389957457,0.1305261922200515
KURAMOTO,0.1396263401595463,0.13962634015954611,0.1391731009600654
KURAMOTO,0.148352986419518,0.1483529864195181,0.1478094111296106
KURAMOTO,0.1570796326794896,0.15707963267948966,0.1564344650402308
KURAMOTO,0.1658062789394613,0.1658062789394612,0.1650476058606776
KURAMOTO,0.1745329251994329,0.17453292519943275,0.1736481776669303
KURAMOTO,0.1832595714594046,0.18325957145940475,0.1822355254921474
KURAMOTO,0.1919862177193762,0.1919862177193763,0.1908089953765448
KURAMOTO,0.2007128639793479,0.20071286397934784,0.1993679344171972
KURAMOTO,0.2094395102393195,0.2094395102393194,0.2079116908177593
KURAMOTO,0.2181661564992912,0.21816615649929139,0.2164396139381028
KURAMOTO,0.2268928027592628,0.22689280275926293,0.224951054343865
KURAMOTO,0.2356194490192344,0.23561944901923448,0.2334453638559054
KURAMOTO,0.2443460952792061,0.24434609527920603,0.2419218955996677
KURAMOTO,0.2530727415391778,0.253072741539178,0.2503800040544414
KURAMOTO,0.2617993877991494,0.2617993877991496,0.2588190451025207
KURAMOTO,0.270526034059121,0.2705260340591211,0.2672383760782568
KURAMOTO,0.2792526803190927,0.27925268031909267,0.2756373558169991
KURAMOTO,0.2879793265790644,0.2879793265790642,0.2840153447039226
KURAMOTO,0.296705972839036,0.2967059728390362,0.2923717047227367
KURAMOTO,0.3054326190990076,0.30543261909900776,0.3007057995042731
KURAMOTO,0.3141592653589793,0.3141592653589793,0.3090169943749474
KURAMOTO,0.3228859116189509,0.32288591161895086,0.3173046564050921
KURAMOTO,0.3316125578789226,0.3316125578789224,0.3255681544571567
KURAMOTO,0.3403392041388942,0.3403392041388944,0.3338068592337709
KURAMOTO,0.3490658503988659,0.34906585039886595,0.3420201433256687
KURAMOTO,0.3577924966588375,0.3577924966588375,0.3502073812594674
KURAMOTO,0.3665191429188092,0.36651914291880905,0.3583679495453002
KURAMOTO,0.3752457891787809,0.37524578917878104,0.3665012267242973
KURAMOTO,0.3839724354387525,0.3839724354387526,0.374606593415912
KURAMOTO,0.3926990816987241,0.39269908169872414,0.3826834323650898
KURAMOTO,0.4014257279586958,0.4014257279586957,0.3907311284892737
KURAMOTO,0.4101523742186674,0.41015237421866724,0.3987490689252462
KURAMOTO,0.4188790204786391,0.41887902047863923,0.4067366430758002
KURAMOTO,0.4276056667386107,0.4276056667386108,0.414693242656239
KURAMOTO,0.4363323129985824,0.43633231299858233,0.4226182617406994
KURAMOTO,0.445058959258554,0.4450589592585539,0.4305110968082951
KURAMOTO,0.4537856055185257,0.45378560551852587,0.4383711467890774
KURAMOTO,0.4625122517784973,0.4625122517784974,0.4461978131098087
KURAMOTO,0.4712388980384689,0.47123889803846897,0.4539904997395467
KURAMOTO,0.4799655442984406,0.4799655442984405,0.4617486132350339
KURAMOTO,0.4886921905584123,0.48869219055841207,0.4694715627858908
KURAMOTO,0.4974188368183839,0.49741883681838406,0.4771587602596084
KURAMOTO,0.5061454830783556,0.5061454830783556,0.484809620246337
KURAMOTO,0.5148721293383273,0.5148721293383272,0.4924235601034671
KURAMOTO,0.5235987755982988,0.5235987755982987,0.4999999999999999
KURAMOTO,0.5323254218582705,0.5323254218582703,0.5075383629607041
KURAMOTO,0.5410520681182421,0.5410520681182422,0.5150380749100542
KURAMOTO,0.5497787143782138,0.5497787143782138,0.5224985647159488
KURAMOTO,0.5585053606381855,0.5585053606381853,0.5299192642332049
KURAMOTO,0.5672320068981571,0.5672320068981573,0.5372996083468238
KURAMOTO,0.5759586531581288,0.5759586531581289,0.5446390350150271
KURAMOTO,0.5846852994181004,0.5846852994181004,0.5519369853120581
KURAMOTO,0.5934119456780721,0.593411945678072,0.5591929034707469
KURAMOTO,0.6021385919380436,0.6021385919380435,0.5664062369248328
KURAMOTO,0.6108652381980153,0.6108652381980155,0.573576436351046
KURAMOTO,0.619591884457987,0.6195918844579871,0.5807029557109398
KURAMOTO,0.6283185307179586,0.6283185307179586,0.5877852522924731
KURAMOTO,0.6370451769779303,0.6370451769779302,0.5948227867513413
KURAMOTO,0.6457718232379019,0.6457718232379017,0.6018150231520483
KURAMOTO,0.6544984694978736,0.6544984694978737,0.6087614290087207
KURAMOTO,0.6632251157578453,0.6632251157578453,0.6156614753256583
KURAMOTO,0.6719517620178169,0.6719517620178168,0.6225146366376196
KURAMOTO,0.6806784082777885,0.6806784082777884,0.6293203910498374
KURAMOTO,0.6894050545377601,0.6894050545377599,0.636078220277764
KURAMOTO,0.6981317007977318,0.6981317007977319,0.6427876096865393
KURAMOTO,0.7068583470577035,0.7068583470577035,0.6494480483301837
KURAMOTO,0.7155849933176751,0.715584993317675,0.6560590289905073
KURAMOTO,0.7243116395776468,0.724311639577647,0.6626200482157375
KURAMOTO,0.7330382858376184,0.7330382858376185,0.6691306063588582
KURAMOTO,0.7417649320975901,0.7417649320975901,0.6755902076156602
KURAMOTO,0.7504915783575618,0.7504915783575616,0.6819983600624985
KURAMOTO,0.7592182246175333,0.7592182246175332,0.6883545756937539
KURAMOTO,0.767944870877505,0.7679448708775052,0.6946583704589973
KURAMOTO,0.7766715171374766,0.7766715171374767,0.7009092642998509
KURAMOTO,0.7853981633974483,0.7853981633974483,0.7071067811865476
KURAMOTO,0.7941248096574199,0.7941248096574198,0.7132504491541816
KURAMOTO,0.8028514559173916,0.8028514559173914,0.7193398003386512
KURAMOTO,0.8115781021773633,0.8115781021773634,0.7253743710122876
KURAMOTO,0.8203047484373349,0.8203047484373349,0.7313537016191705
KURAMOTO,0.8290313946973066,0.8290313946973065,0.7372773368101241
KURAMOTO,0.8377580409572782,0.8377580409572785,0.7431448254773942
KURAMOTO,0.8464846872172498,0.8464846872172496,0.7489557207890021
KURAMOTO,0.8552113334772214,0.8552113334772216,0.754709580222772
KURAMOTO,0.8639379797371931,0.8639379797371927,0.7604059656000309
KURAMOTO,0.8726646259971648,0.8726646259971647,0.766044443118978
KURAMOTO,0.8813912722571364,0.8813912722571366,0.77162458338772
KURAMOTO,0.8901179185171081,0.8901179185171078,0.7771459614569709
KURAMOTO,0.8988445647770797,0.8988445647770797,0.7826081568524139
KURAMOTO,0.9075712110370514,0.9075712110370517,0.788010753606722
KURAMOTO,0.9162978572970232,0.9162978572970228,0.7933533402912352
KURAMOTO,0.9250245035569946,0.9250245035569948,0.7986355100472928
KURAMOTO,0.9337511498169664,0.9337511498169668,0.8038568606172173
KURAMOTO,0.942477796076938,0.9424777960769379,0.8090169943749475
KURAMOTO,0.9512044423369096,0.9512044423369099,0.8141155183563192
KURAMOTO,0.9599310885968813,0.959931088596881,0.8191520442889918
KURAMOTO,0.9686577348568528,0.968657734856853,0.8241261886220157
KURAMOTO,0.9773843811168246,0.9773843811168241,0.8290375725550417
KURAMOTO,0.9861110273767962,0.9861110273767961,0.8338858220671682
KURAMOTO,0.994837673636768,0.9948376736367681,0.838670567945424
KURAMOTO,1.0035643198967394,1.0035643198967392,0.8433914458128856
KURAMOTO,1.0122909661567112,1.0122909661567112,0.8480480961564261
KURAMOTO,1.0210176124166828,1.0210176124166832,0.8526401643540922
KURAMOTO,1.0297442586766543,1.0297442586766543,0.8571673007021123
KURAMOTO,1.038470904936626,1.0384709049366263,0.8616291604415257
KURAMOTO,1.0471975511965976,1.0471975511965974,0.8660254037844386
KURAMOTO,1.0559241974565694,1.0559241974565694,0.8703556959398997
KURAMOTO,1.064650843716541,1.0646508437165405,0.8746197071393957
KURAMOTO,1.0733774899765127,1.0733774899765125,0.8788171126619654
KURAMOTO,1.0821041362364845,1.0821041362364845,0.8829475928589269
KURAMOTO,1.090830782496456,1.0908307824964556,0.8870108331782217
KURAMOTO,1.0995574287564276,1.0995574287564276,0.8910065241883678
KURAMOTO,1.1082840750163994,1.1082840750163996,0.8949343616020251
KURAMOTO,1.117010721276371,1.1170107212763707,0.898794046299167
KURAMOTO,1.1257373675363425,1.1257373675363427,0.9025852843498604
KURAMOTO,1.1344640137963142,1.1344640137963147,0.90630778703665
KURAMOTO,1.1431906600562858,1.1431906600562858,0.9099612708765432
KURAMOTO,1.1519173063162575,1.1519173063162578,0.9135454576426008
KURAMOTO,1.160643952576229,1.1606439525762289,0.917060074385124
KURAMOTO,1.1693705988362009,1.1693705988362009,0.9205048534524404
KURAMOTO,1.1780972450961724,1.178097245096172,0.9238795325112868
KURAMOTO,1.1868238913561442,1.186823891356144,0.9271838545667874
KURAMOTO,1.1955505376161155,1.195550537616116,0.9304175679820246
KURAMOTO,1.2042771838760873,1.204277183876087,0.9335804264972016
KURAMOTO,1.213003830136059,1.213003830136059,0.9366721892483976
KURAMOTO,1.2217304763960306,1.221730476396031,0.9396926207859084
KURAMOTO,1.2304571226560024,1.2304571226560022,0.9426414910921784
KURAMOTO,1.239183768915974,1.2391837689159741,0.9455185755993168
KURAMOTO,1.2479104151759457,1.2479104151759461,0.9483236552061992
KURAMOTO,1.2566370614359172,1.2566370614359172,0.9510565162951536
KURAMOTO,1.265363707695889,1.2653637076958892,0.9537169507482268
KURAMOTO,1.2740903539558606,1.2740903539558603,0.9563047559630354
KURAMOTO,1.282817000215832,1.2828170002158323,0.958819734868193
KURAMOTO,1.291543646475804,1.2915436464758043,0.9612616959383188
KURAMOTO,1.3002702927357754,1.3002702927357754,0.963630453208623
KURAMOTO,1.3089969389957472,1.3089969389957474,0.9659258262890684
KURAMOTO,1.3177235852557188,1.3177235852557185,0.9681476403781076
KURAMOTO,1.3264502315156903,1.3264502315156905,0.9702957262759964
KURAMOTO,1.335176877775662,1.3351768777756625,0.9723699203976766
KURAMOTO,1.3439035240356338,1.3439035240356336,0.9743700647852352
KURAMOTO,1.3526301702956054,1.3526301702956056,0.9762960071199334
KURAMOTO,1.361356816555577,1.3613568165555767,0.9781476007338056
KURAMOTO,1.3700834628155487,1.3700834628155487,0.9799247046208296
KURAMOTO,1.3788101090755205,1.3788101090755207,0.981627183447664
KURAMOTO,1.387536755335492,1.3875367553354918,0.9832549075639546
KURAMOTO,1.3962634015954636,1.3962634015954638,0.984807753012208
KURAMOTO,1.4049900478554354,1.404990047855435,0.9862856015372314
KURAMOTO,1.413716694115407,1.413716694115407,0.9876883405951378
KURAMOTO,1.422443340375379,1.422443340375379,0.9890158633619168
KURAMOTO,1.4311699866353502,1.43116998663535,0.9902680687415704
KURAMOTO,1.4398966328953218,1.439896632895322,0.9914448613738104
KURAMOTO,1.4486232791552935,1.448623279155294,0.992546151641322
KURAMOTO,1.457349925415265,1.457349925415265,0.9935718556765876
KURAMOTO,1.4660765716752369,1.466076571675237,0.9945218953682732
KURAMOTO,1.4748032179352084,1.4748032179352082,0.9953961983671789
KURAMOTO,1.4835298641951802,1.4835298641951802,0.9961946980917455
KURAMOTO,1.4922565104551515,1.4922565104551513,0.996917333733128
KURAMOTO,1.5009831567151235,1.5009831567151233,0.9975640502598242
KURAMOTO,1.509709802975095,1.5097098029750953,0.9981347984218668
KURAMOTO,1.5184364492350666,1.5184364492350664,0.9986295347545738
KURAMOTO,1.5271630954950384,1.5271630954950384,0.9990482215818578
KURAMOTO,1.53588974175501,1.5358897417550104,0.9993908270190958
KURAMOTO,1.5446163880149817,1.5446163880149815,0.9996573249755571
KURAMOTO,1.5533430342749532,1.5533430342749535,0.9998476951563912
KURAMOTO,1.562069680534925,1.5620696805349255,0.9999619230641712
KURAMOTO,1.5707963267948966,1.5707963267948966,1.0
KURAMOTO,1.5795229730548683,1.5795229730548686,0.9999619230641712
KURAMOTO,1.58824961931484,1.5882496193148405,0.9998476951563912
KURAMOTO,1.5969762655748114,1.5969762655748116,0.9996573249755571
KURAMOTO,1.6057029118347832,1.6057029118347828,0.9993908270190958
KURAMOTO,1.6144295580947547,1.6144295580947547,0.9990482215818578
KURAMOTO,1.6231562043547263,1.6231562043547267,0.9986295347545738
KURAMOTO,1.631882850614698,1.6318828506146978,0.998134798421867
KURAMOTO,1.6406094968746698,1.6406094968746698,0.9975640502598242
KURAMOTO,1.6493361431346414,1.6493361431346418,0.996917333733128
KURAMOTO,1.6580627893946132,1.658062789394613,0.9961946980917455
KURAMOTO,1.6667894356545847,1.666789435654585,0.9953961983671789
KURAMOTO,1.6755160819145565,1.675516081914557,0.9945218953682732
KURAMOTO,1.684242728174528,1.684242728174528,0.9935718556765876
KURAMOTO,1.6929693744344996,1.6929693744344991,0.992546151641322
KURAMOTO,1.7016960206944711,1.7016960206944711,0.9914448613738104
KURAMOTO,1.710422666954443,1.7104226669544431,0.9902680687415704
KURAMOTO,1.7191493132144149,1.719149313214415,0.9890158633619168
KURAMOTO,1.7278759594743862,1.7278759594743862,0.9876883405951378
KURAMOTO,1.736602605734358,1.7366026057343582,0.9862856015372314
KURAMOTO,1.7453292519943295,1.7453292519943293,0.984807753012208
KURAMOTO,1.7540558982543013,1.7540558982543013,0.9832549075639546
KURAMOTO,1.7627825445142729,1.7627825445142733,0.981627183447664
KURAMOTO,1.7715091907742444,1.7715091907742444,0.9799247046208296
KURAMOTO,1.7802358370342162,1.7802358370342164,0.9781476007338056
KURAMOTO,1.7889624832941875,1.7889624832941875,0.9762960071199334
KURAMOTO,1.7976891295541595,1.7976891295541595,0.9743700647852352
KURAMOTO,1.806415775814131,1.8064157758141306,0.9723699203976768
KURAMOTO,1.8151424220741028,1.8151424220741026,0.9702957262759964
KURAMOTO,1.8238690683340744,1.8238690683340746,0.9681476403781076
KURAMOTO,1.832595714594046,1.8325957145940457,0.9659258262890684
KURAMOTO,1.8413223608540177,1.8413223608540177,0.963630453208623
KURAMOTO,1.8500490071139888,1.8500490071139888,0.9612616959383188
KURAMOTO,1.858775653373961,1.8587756533739608,0.958819734868193
KURAMOTO,1.8675022996339323,1.8675022996339319,0.9563047559630355
KURAMOTO,1.8762289458939043,1.8762289458939048,0.9537169507482268
KURAMOTO,1.884955592153876,1.8849555921538759,0.9510565162951536
KURAMOTO,1.893682238413848,1.8936822384138479,0.9483236552061992
KURAMOTO,1.9024088846738192,1.902408884673819,0.9455185755993168
KURAMOTO,1.911135530933791,1.911135530933791,0.9426414910921784
KURAMOTO,1.9198621771937625,1.919862177193762,0.9396926207859084
KURAMOTO,1.928588823453734,1.928588823453734,0.9366721892483976
KURAMOTO,1.9373154697137056,1.937315469713706,0.9335804264972016
KURAMOTO,1.9460421159736772,1.9460421159736772,0.9304175679820246
KURAMOTO,1.9547687622336487,1.9547687622336483,0.9271838545667874
KURAMOTO,1.9634954084936207,1.9634954084936211,0.9238795325112868
KURAMOTO,1.9722220547535925,1.9722220547535922,0.9205048534524404
KURAMOTO,1.980948701013564,1.9809487010135642,0.917060074385124
KURAMOTO,1.989675347273536,1.9896753472735362,0.9135454576426008
KURAMOTO,1.9984019935335076,1.9984019935335073,0.9099612708765432
KURAMOTO,2.007128639793479,2.0071286397934784,0.90630778703665
KURAMOTO,2.0158552860534504,2.0158552860534504,0.9025852843498609
KURAMOTO,2.0245819323134224,2.0245819323134224,0.8987940462991669
KURAMOTO,2.033308578573394,2.0333085785733935,0.894934361602025
KURAMOTO,2.042035224833365,2.0420352248333646,0.8910065241883679
KURAMOTO,2.050761871093337,2.0507618710933375,0.8870108331782218
KURAMOTO,2.059488517353309,2.0594885173533086,0.8829475928589269
KURAMOTO,2.0682151636132806,2.0682151636132806,0.8788171126619654
KURAMOTO,2.076941809873252,2.0769418098732526,0.8746197071393959
KURAMOTO,2.085668456133224,2.0856684561332237,0.8703556959398997
KURAMOTO,2.0943951023931957,2.0943951023931957,0.8660254037844387
KURAMOTO,2.1031217486531677,2.1031217486531677,0.8616291604415257
KURAMOTO,2.111848394913139,2.111848394913139,0.8571673007021123
KURAMOTO,2.1205750411731104,2.12057504117311,0.8526401643540923
KURAMOTO,2.129301687433082,2.129301687433082,0.8480480961564261
KURAMOTO,2.138028333693054,2.138028333693054,0.8433914458128856
KURAMOTO,2.146754979953025,2.146754979953025,0.838670567945424
KURAMOTO,2.155481626212997,2.155481626212997,0.8338858220671682
KURAMOTO,2.1642082724729685,2.164208272472969,0.8290375725550417
KURAMOTO,2.17293491873294,2.17293491873294,0.8241261886220158
KURAMOTO,2.181661564992912,2.181661564992912,0.8191520442889917
KURAMOTO,2.190388211252884,2.190388211252884,0.8141155183563192
KURAMOTO,2.199114857512855,2.199114857512855,0.8090169943749475
KURAMOTO,2.2078415037728267,2.2078415037728263,0.8038568606172174
KURAMOTO,2.2165681500327987,2.216568150032799,0.7986355100472927
KURAMOTO,2.2252947962927703,2.2252947962927703,0.7933533402912352
KURAMOTO,2.234021442552742,2.2340214425527414,0.788010753606722
KURAMOTO,2.2427480888127134,2.2427480888127134,0.782608156852414
KURAMOTO,2.251474735072685,2.2514747350726854,0.777145961456971
KURAMOTO,2.260201381332657,2.2602013813326565,0.7716245833877199
KURAMOTO,2.2689280275926285,2.2689280275926285,0.766044443118978
KURAMOTO,2.2776546738526,2.2776546738526005,0.7604059656000309
KURAMOTO,2.286381320112572,2.2863813201125716,0.7547095802227721
KURAMOTO,2.295107966372544,2.2951079663725444,0.7489557207890021
KURAMOTO,2.303834612632515,2.3038346126325155,0.7431448254773942
KURAMOTO,2.312561258892486,2.3125612588924866,0.7372773368101241
KURAMOTO,2.321287905152458,2.3212879051524578,0.7313537016191706
KURAMOTO,2.3300145514124297,2.3300145514124297,0.7253743710122877
KURAMOTO,2.3387411976724017,2.3387411976724017,0.7193398003386511
KURAMOTO,2.3474678439323733,2.347467843932373,0.7132504491541816
KURAMOTO,2.356194490192345,2.356194490192345,0.7071067811865476
KURAMOTO,2.3649211364523164,2.364921136452317,0.700909264299851
KURAMOTO,2.3736477827122884,2.373647782712288,0.6946583704589971
KURAMOTO,2.38237442897226,2.38237442897226,0.6883545756937539
KURAMOTO,2.3911010752322315,2.391101075232232,0.6819983600624985
KURAMOTO,2.399827721492203,2.399827721492203,0.6755902076156604
KURAMOTO,2.4085543677521746,2.408554367752174,0.6691306063588583
KURAMOTO,2.4172810140121466,2.417281014012147,0.6626200482157374
KURAMOTO,2.426007660272118,2.426007660272118,0.6560590289905073
KURAMOTO,2.4347343065320897,2.434734306532089,0.6494480483301838
KURAMOTO,2.443460952792061,2.443460952792061,0.6427876096865395
KURAMOTO,2.452187599052033,2.452187599052033,0.6360782202777638
KURAMOTO,2.4609142453120048,2.4609142453120043,0.6293203910498374
KURAMOTO,2.4696408915719763,2.4696408915719763,0.6225146366376196
KURAMOTO,2.478367537831948,2.4783675378319483,0.6156614753256584
KURAMOTO,2.4870941840919194,2.4870941840919194,0.6087614290087209
KURAMOTO,2.4958208303518914,2.4958208303518914,0.6018150231520482
KURAMOTO,2.504547476611863,2.5045474766118634,0.5948227867513413
KURAMOTO,2.5132741228718345,2.5132741228718345,0.5877852522924732
KURAMOTO,2.522000769131806,2.5220007691318056,0.5807029557109399
KURAMOTO,2.530727415391778,2.5307274153917785,0.5735764363510459
KURAMOTO,2.5394540616517496,2.5394540616517496,0.5664062369248328
KURAMOTO,2.548180707911721,2.5481807079117207,0.5591929034707469
KURAMOTO,2.5569073541716927,2.5569073541716927,0.5519369853120583
KURAMOTO,2.565634000431664,2.565634000431664,0.5446390350150273
KURAMOTO,2.574360646691636,2.574360646691636,0.5372996083468238
KURAMOTO,2.583087292951608,2.5830872929516087,0.5299192642332049
KURAMOTO,2.5918139392115798,2.5918139392115798,0.5224985647159489
KURAMOTO,2.600540585471551,2.600540585471551,0.5150380749100544
KURAMOTO,2.609267231731523,2.609267231731523,0.507538362960704
KURAMOTO,2.6179938779914944,2.617993877991495,0.4999999999999999
KURAMOTO,2.626720524251466,2.626720524251466,0.4924235601034671
KURAMOTO,2.635447170511437,2.635447170511437,0.4848096202463371
KURAMOTO,2.644173816771409,2.644173816771409,0.4771587602596086
KURAMOTO,2.652900463031381,2.652900463031381,0.4694715627858907
KURAMOTO,2.6616271092913526,2.661627109291352,0.4617486132350339
KURAMOTO,2.670353755551324,2.670353755551324,0.4539904997395468
KURAMOTO,2.679080401811296,2.679080401811296,0.446197813109809
KURAMOTO,2.687807048071268,2.687807048071268,0.4383711467890773
KURAMOTO,2.6965336943312392,2.6965336943312392,0.4305110968082951
KURAMOTO,2.705260340591211,2.7052603405912112,0.4226182617406995
KURAMOTO,2.7139869868511823,2.7139869868511823,0.4146932426562392
KURAMOTO,2.722713633111154,2.7227136331111534,0.4067366430758004
KURAMOTO,2.731440279371126,2.7314402793711263,0.3987490689252461
KURAMOTO,2.740166925631097,2.7401669256310974,0.3907311284892737
KURAMOTO,2.748893571891069,2.7488935718910685,0.3826834323650899
KURAMOTO,2.7576202181510405,2.7576202181510405,0.3746065934159122
KURAMOTO,2.7663468644110125,2.7663468644110125,0.3665012267242971
KURAMOTO,2.775073510670984,2.7750735106709836,0.3583679495453002
KURAMOTO,2.783800156930956,2.7838001569309565,0.3502073812594675
KURAMOTO,2.792526803190927,2.7925268031909276,0.3420201433256689
KURAMOTO,2.8012534494508987,2.8012534494508987,0.3338068592337712
KURAMOTO,2.8099800957108707,2.8099800957108707,0.3255681544571566
KURAMOTO,2.8187067419708423,2.8187067419708427,0.3173046564050921
KURAMOTO,2.827433388230814,2.827433388230814,0.3090169943749475
KURAMOTO,2.8361600344907854,2.836160034490785,0.3007057995042733
KURAMOTO,2.8448866807507573,2.844886680750758,0.2923717047227366
KURAMOTO,2.853613327010729,2.853613327010729,0.2840153447039226
KURAMOTO,2.8623399732707004,2.8623399732707,0.2756373558169992
KURAMOTO,2.871066619530672,2.871066619530672,0.267238376078257
KURAMOTO,2.8797932657906435,2.879793265790644,0.258819045102521
KURAMOTO,2.8885199120506155,2.888519912050615,0.2503800040544413
KURAMOTO,2.897246558310587,2.897246558310587,0.2419218955996677
KURAMOTO,2.905973204570558,2.905973204570558,0.2334453638559055
KURAMOTO,2.91469985083053,2.91469985083053,0.2249510543438652
KURAMOTO,2.923426497090502,2.923426497090502,0.2164396139381027
KURAMOTO,2.9321531433504737,2.932153143350474,0.2079116908177593
KURAMOTO,2.9408797896104453,2.9408797896104453,0.1993679344171972
KURAMOTO,2.949606435870417,2.9496064358704164,0.1908089953765449
KURAMOTO,2.9583330821303884,2.9583330821303884,0.1822355254921477
KURAMOTO,2.9670597283903604,2.9670597283903604,0.1736481776669302
KURAMOTO,2.975786374650332,2.9757863746503315,0.1650476058606776
KURAMOTO,2.9845130209103035,2.9845130209103035,0.1564344650402309
KURAMOTO,2.993239667170275,2.9932396671702755,0.1478094111296108
KURAMOTO,3.001966313430247,3.0019663134302466,0.1391731009600653
KURAMOTO,3.0106929596902186,3.0106929596902186,0.1305261922200515
KURAMOTO,3.01941960595019,3.0194196059501905,0.1218693434051475
KURAMOTO,3.0281462522101616,3.0281462522101616,0.1132032137679068
KURAMOTO,3.036872898470133,3.0368728984701328,0.1045284632676537
KURAMOTO,3.045599544730105,3.0455995447301056,0.0958457525202239
KURAMOTO,3.0543261909900767,3.0543261909900767,0.0871557427476582
KURAMOTO,3.0630528372500483,3.063052837250048,0.078459095727845
KURAMOTO,3.07177948351002,3.07177948351002,0.0697564737441255
KURAMOTO,3.080506129769992,3.080506129769992,0.0610485395348567
KURAMOTO,3.0892327760299634,3.089232776029963,0.0523359562429438
KURAMOTO,3.097959422289935,3.097959422289935,0.043619387365336
KURAMOTO,3.1066860685499065,3.106686068549907,0.0348994967025011
KURAMOTO,3.115412714809878,3.115412714809878,0.0261769483078734
KURAMOTO,3.12413936106985,3.12413936106985,0.0174524064372834
KURAMOTO,3.1328660073298216,3.132866007329822,0.0087265354983739
KURAMOTO,3.141592653589793,-3.141592653589793,
LINEAR,-3.141592653589793,-3.141592653589793,
LINEAR,-3.1328660073298216,-3.1328660073298216,-0.0027777777777777
LINEAR,-3.12413936106985,-3.12413936106985,-0.0055555555555555
LINEAR,-3.115412714809878,-3.115412714809878,-0.0083333333333334
LINEAR,-3.1066860685499065,-3.1066860685499065,-0.011111111111111
LINEAR,-3.097959422289935,-3.097959422289935,-0.0138888888888888
LINEAR,-3.0892327760299634,-3.0892327760299634,-0.0166666666666666
LINEAR,-3.0805061297699914,-3.0805061297699914,-0.0194444444444444
LINEAR,-3.07177948351002,-3.07177948351002,-0.0222222222222222
LINEAR,-3.0630528372500483,-3.0630528372500483,-0.025
LINEAR,-3.0543261909900767,-3.0543261909900767,-0.0277777777777777
LINEAR,-3.045599544730105,-3.045599544730105,-0.0305555555555554
LINEAR,-3.036872898470133,-3.036872898470133,-0.0333333333333333
LINEAR,-3.0281462522101616,-3.0281462522101616,-0.036111111111111
LINEAR,-3.01941960595019,-3.01941960595019,-0.0388888888888888
LINEAR,-3.0106929596902186,-3.0106929596902186,-0.0416666666666666
LINEAR,-3.0019663134302466,-3.0019663134302466,-0.0444444444444445
LINEAR,-2.993239667170275,-2.993239667170275,-0.0472222222222222
LINEAR,-2.9845130209103035,-2.9845130209103035,-0.05
LINEAR,-2.975786374650332,-2.975786374650332,-0.0527777777777777
LINEAR,-2.9670597283903604,-2.9670597283903604,-0.0555555555555554
LINEAR,-2.9583330821303884,-2.9583330821303884,-0.0583333333333333
LINEAR,-2.949606435870417,-2.949606435870417,-0.0611111111111111
LINEAR,-2.9408797896104453,-2.9408797896104453,-0.0638888888888888
LINEAR,-2.9321531433504737,-2.9321531433504737,-0.0666666666666666
LINEAR,-2.9234264970905017,-2.9234264970905017,-0.0694444444444445
LINEAR,-2.91469985083053,-2.91469985083053,-0.0722222222222223
LINEAR,-2.905973204570558,-2.905973204570558,-0.0749999999999999
LINEAR,-2.897246558310587,-2.897246558310587,-0.0777777777777777
LINEAR,-2.888519912050615,-2.888519912050615,-0.0805555555555556
LINEAR,-2.8797932657906435,-2.8797932657906435,-0.0833333333333333
LINEAR,-2.871066619530672,-2.871066619530672,-0.0861111111111111
LINEAR,-2.8623399732707004,-2.8623399732707004,-0.0888888888888889
LINEAR,-2.853613327010729,-2.853613327010729,-0.0916666666666666
LINEAR,-2.844886680750757,-2.844886680750757,-0.0944444444444445
LINEAR,-2.8361600344907854,-2.8361600344907854,-0.0972222222222222
LINEAR,-2.827433388230814,-2.827433388230814,-0.0999999999999999
LINEAR,-2.8187067419708423,-2.8187067419708423,-0.1027777777777777
LINEAR,-2.8099800957108707,-2.8099800957108707,-0.1055555555555555
LINEAR,-2.8012534494508987,-2.8012534494508987,-0.1083333333333333
LINEAR,-2.792526803190927,-2.792526803190927,-0.1111111111111111
LINEAR,-2.783800156930956,-2.783800156930956,-0.1138888888888889
LINEAR,-2.775073510670984,-2.775073510670984,-0.1166666666666665
LINEAR,-2.766346864411012,-2.766346864411012,-0.1194444444444444
LINEAR,-2.7576202181510405,-2.7576202181510405,-0.1222222222222222
LINEAR,-2.748893571891069,-2.748893571891069,-0.125
LINEAR,-2.740166925631097,-2.740166925631097,-0.1277777777777777
LINEAR,-2.731440279371125,-2.731440279371125,-0.1305555555555556
LINEAR,-2.722713633111154,-2.722713633111154,-0.1333333333333334
LINEAR,-2.7139869868511823,-2.7139869868511823,-0.136111111111111
LINEAR,-2.705260340591211,-2.705260340591211,-0.1388888888888888
LINEAR,-2.6965336943312392,-2.6965336943312392,-0.1416666666666666
LINEAR,-2.6878070480712672,-2.6878070480712672,-0.1444444444444445
LINEAR,-2.679080401811296,-2.679080401811296,-0.1472222222222222
LINEAR,-2.670353755551324,-2.670353755551324,-0.15
LINEAR,-2.6616271092913526,-2.6616271092913526,-0.1527777777777778
